,0
14064,с сердцами известных всему миру пар.
14065,"могут быть горючие газы и пары, должны быть перекрыты."
14066,"якобы осуждается Церковью; запрещают супружеским парам развод в том случае, когда"
14067,"внимание конкретные условия жизни супружеской пары, их возраст, здоровье, степень духовной"
14068,"для ресторанов, хотя и обмолвимся парой слов об этикете и о"
14069,"Накрыть крышкой и держать на пару до тех пор, пока весь"
14070,довести изделия до готовности на пару в течение 30 минут.
14071,этот витамин — варить картофель на пару.
14072,"я выбирал приглянувшуюся мне супружескую пару и вежливо просил:  «Проведите, пожалуйста»."
14073,"На другой — фрачная пара, котелок и трость с набалдашником."
14074,Такие будут выпускать через пару лет.
14075,"А вдруг эта пара — подсадные утки, устроившие спектакль для"
14076,"и не приобрести на продажу пару шуб человек не может, донес"
14077,"Георгий Жженов, Станислав Ростоцкий, неразлучная пара — Мориц Слободской и Яков Костюковский."
14078,я получал от лучших игр пары Стрельцов-Иванов.
14079,"подразумевалось, что ведущий в их паре — Стрельцов."
14080,На перроне припозднившуюся пару встретил ответственный работник Всесоюзного комитета
14081,"Но это оказались две пары домашних туфель, в которые Лева"
14082,И еще пару дней будет спокоен.
14083,"жрал, трахался, как сумасшедший, и пару раз подрался — со своими Котами"
14084,"По всей вероятности, при погрузке пара бутылок разбилась, упаковки промокли, и"
14085,И еще пару раз ЭТО сделал.
14086,"почувствовал, как у Лысого на пару секунд остановилось сердце."
14087,оттуда убитый горем Водила еще пару раз сипло и слабо выкрикнул:
14088,"Я еще пару секунд выждал, убедился, что теперь"
14089,Последние пару лет мой Шура чуть не
14090,"метр, снизу и сверху по паре целых листов прихреначил, а в"
14091,"на колени, мгновенно подцепил когтями пару оливок и быстренько отправил их"
14092,"плотный комок и откуда две пары глаз, светлых, прозрачных как слеза"
14093,"память из запаха мокрой древесины, пара, чистого тела и березовых веников"
14094,"Юлька позагорает там еще пару недель, а с меня хватит!"
14095,"пальцами улыбающейся девушки (они были парой); и в том, что Натка"
14096,"Натка начала озираться, искать другие пары, а их не было: были"
14097,"одна, то ее окружали только пары, только пары: обычно — красивый «он"
14098,"ее окружали только пары, только пары: обычно — красивый «он» и уродина"
14099,"от него, как бы в паре с ним, но сил не"
14100,"право стоять с ним в паре, сидеть на одной парте, нести"
14101,"Супружеская пара идет с кошелками, полными продуктов."
14102,"у тебя хорошая двухкомнатная квартира, пару копеек ты себе отложила на"
14103,"Пару недель прошло, и Циалочка успокоилась."
14104,А наши ее освоили за пару недель.
14105,Через пару месяцев нам пришло письмо из
14106,"видит, что тут можно заработать пару копеек."
14107,костюм для покойника с запасной парой брюк.
14108,"евреев, что покойному эта лишняя пара штанов может еще там пригодиться!"
14109,"Так одна пара была такая важная, такая гордая"
14110,"цвет лица, так можешь получить пару лет за сексуальные домогательства."
14111,"Если тебе нужна только пара, на кой брать ее оптом?"
14112,"Наконец, через пару часов, с помощью зубила и"
14113,кошмарные в чаду и стирочном пару светотени от многих различных предметов
14114,"А через пару дней оказалось, что возчик не"
14115,"Летают, врот, как пара яропонятых!"
14116,"и знала, что он через пару месяцев вовсе пропадет."
14117,"передними лапами третьей и четвертой паре конечностей и, быстро-быстро ворочая"
14118,"избегали разговаривать, слюна их через пару часов сделалась противной и приторной."
14119,"в потерянной руке, и он пару раз принимался чесать пинцетом пустоту"
14120,Пять тысяч пар!
14121,там было самое большее две пары — у Михоэлса и у того
14122,"Михоэлс привез, кажется, пять тысяч пар часов с браслетками, но штамповку."
14123,"почему в ущерб, узнаем; через пару страниц возникнет компенсация) соглашается после"
14124,ушедший на слом силою собственного пара.
14125,"слезы, он блуждал в ядовитых парах и никак не мог найти"
14126,"Отсутствия этой пары никто не заметил, исключая ободренного"
14127,"Врежут мужику пару горячих, а он и рад"
14128,Под парами.
14129,"него задумчиво и серьезно, последняя пара матросов, сблизив головы, дочитывала письмо."
14130,Лонгин скромно обвенчал немолодую влюбленную пару.
14131,"Направь пару саней, Арбузов."
14132,выменять у перепуганных жителей три пары валенок и нес их под
14133,"Кто считает, что она не пара ему, кто считает, что он"
14134,"мыслям, стоишь в желтовато-розоватом облаке пара, смотришь, как по твоей распаренной"
14135,"и юный белокурый Феб на пару с девственной нежнейшей Авророй, казалось"
14136,"попросил денег в долг, на пару дней, до следующей встречи, ведь"
14137,"ведь мы же увидимся через пару дней, созвонимся и увидимся."
14138,"на каких-то очень модных машинах, пару раз видели вместе однажды в"
14139,"этот поезд несется на всех парах, почти что без остановок, плотный"
14140,"пожариться на солнце, покупаться, прочесть пару детективов."
14141,"на лице — остервенело интервьюируют вальяжную пару отдыхающих, засыпая их вопросами и"
14142,Пару часов в баре с постоянными
14143,"никто не подумал, что мы пара."
14144,"на лице, твердым намерением прочитать пару детективов и загореть."
14145,"себя на людях, как влюбленной паре, родственникам, просто знакомым."
14146,Проскочила пара оперативных газетных рецензий; откликнулась (удивительно
14147,Через пару лет после съемок у Эфроса
14148,"стоит у притолоки привидением в пару, раскинув руки крестом, и поет"
14149,"и, строя глазки, попросила сказать пару слов."
14150,Вводить нас стали парой с Натальей Архангельской.
14151,"Каневского, и мое участие в паре с Леней получило оттенок второго"
14152,"не посвященный в это, попытался пару раз «встрянуть», мои коллеги — Яковлева"
14153,"Эфроса вполне удовлетворяли обе наши пары, он был доволен моей работой"
14154,"и публика, конечно, отдавали предпочтение паре Волков — Дуров (оба были протагонистами"
14155,Мне дали роль Кочкарева в паре с В.Смирнитским.
14156,"для балов, и фигуры танцующих пар понеслись под музыку шопеновского полонеза."
14157,"же, на банкете, он перекинулся парой фраз с отцом Джоан."
14158,затылке у него существовала еще пара глаз.
14159,"Я остановилась, вкопанная, посреди танцующих пар и отчетливо, словно кто-то в"
14160,Сергеевна обратила внимание на молодую пару.
14161,"Убогие сани, запряженные парой хилых лошадей, клубы пара, летящие"
14162,"запряженные парой хилых лошадей, клубы пара, летящие от сбившегося дыхания, а"
14163,"качелях, подпихиваемый в спину несколькими парами ладошек, бесстрашно взмывал к небу"
14164,"в целующиеся, по условиям игры, пары."
14165,Л.Дуров (он играет в паре с Волковым) и Л. Каневский
14166,кровать точно замертво и на пару часов выходит из собственного сердца
14167,"хоть букву грядущей неправды, хоть пару слов."
14168,"Ромео и Юлия» на место пары любовников, скошенной автоматной очередью, вставали"
14169,"поставлена сцена общей драки, где пары сцепившихся противников бесконечно множатся, где"
14170,Пара же любовников у Эфроса — вообще
14171,"близости жизнь — химера, белое облачко пара, тающее на глазах."
14172,"Ни знаменитой фрачной пары брусничного цвета с искрой, ни"
14173,"Вместо брусничной пары — вылинявший темный фрак, прозодежда XIX"
14174,Демидовой и Золотухина (теперь эта пара была в центре спектакля) появилось
14175,Позавчера я продал всего одну пару брюк.
14176,"период я, хоть и рискуя пару раз, но проскочил."
14177,"Любимов, которого мне довелось видеть пару раз на такого рода экзекуциях"
14178,время ответов на вопросы Ельцин пару раз сослался на меня.
14179,"дверь, и в клубах морозного пара на пороге появился отец."
14180,Бондаренке и беру у него пару бычьих пузырей!
14181,"На помощь пару пузырей, на помощь пару пузырей"
14182,"помощь пару пузырей, на помощь пару пузырей, — запел Антон."
14183,Мы и дружим: пара глаз на двоих.
14184,"не привез ничего, кроме двух пар подметок, которые ему подарил приятель"
14185,соседним столиком уже нервничала какая--то пара.
14186,"в жару, осенью, когда фонтанчики пара отрываются от черной морды, как"
14187,"может быть, Дзержинский и еще пара-тройка большевиков."
14188,"Таковы контрастные пары Сальери — Моцарт («Как некий херувим, //"
14189,различиях между этими произведениями есенинской паре «лирический герой — Черный человек» соответствуют
14190,"Из пары телефонов, которыми я располагал, в"
14191,Прошла пара лет.
14192,"Впрочем, сперва была раскурена пара косяков, потом уже подобревшим шведам"
14193,"с Мариной мы уперли несколько пар тапочек, что надевают на обувь"
14194,"старая рокерша Маргарита Пушкина на пару с Гурьевым, шоуменом тем еще"
14195,"Но самое странное, что пару раз она встала на мою"
14196,Пару месяцев назад мне удалось купить
14197,"сусекам поскребли, нашли немного хлеба, пару конфет, молоко и т.п"
14198,Еще пара слов о профессоре.
14199,"друзья, сбор новостей, театральная пьеса, пара случайных выставок."
14200,"позвоню в полицию и через пару недель вас отсюда вышвырнут, как"
14201,"Не дадут, вышлют пару эскадрилий и разбомбят."
14202,"дело, не ходи, ты мне пара, и все."
14203,"Алкоголик был без пары, отчего и грустил немножко."
14204,"и, ведомые няньками, тащатся дружными парами…"
14205,"мыслях — сумятица, жуки и насекомые, пару много — хода нет."
14206,"города К. происходило сочетание известной пары рабочих, то никто тогда еще"
14207,"Вы — идеальная пара, совершенно нормальные и здоровые люди."
14208,"не с Ириной Аркадьевной на пару тусовались, а жужжали на кухне"
14209,Давай пару!
14210,Пару больших давай.
14211,Поведение некоторых… супружеских пар.
14212,"ледка в лужах, до первого пара изо рта, до тех пор"
14213,"пыла, с жара, 38 копеек пара!"
14214,"38 пара, — с гордостью отвечают мне эти"
14215,"Вообще-то его в милицию пару раз сводили, конечно, потому как"
14216,"берегу которого в беседочке миловалась пара, освещаемая зеленой луной, а вдаль"
14217,"себе домой, где мы на пару исполняли роль его секретаря, записывая"
14218,"эстрадные певцы, опереточные дуэты, балетные пары, цирковые артисты, а главным героем"
14219,на скамеечке сидит скорбно поникшая пара пожилых людей.
14220,"полки, на которых валялась единственная пара самых пошлых босоножек."
14221,"надписью «Мы идем на всех парах к коммунизму!», а на следующем"
14222,"Купишь бутылку — считай, без пары ботинок остался."
14223,в ресторане выпьешь — без двух пар останешься.
14224,"ресторане, то и в три пары та же бутылка обойдется!"
14225,с ним оказалась крестьянская пожилая пара.
14226,"о давнем скандальном сожительстве одной пары институтских сотрудников, завхоз полюбопытствовал:"
14227,Я по биологии пару получил.
14228,Через пару минут подлетает запоздавший напильник.
14229,По улице идет почтенная пара.
14230,Через пару остановок мужчина робко спрашивает:
14231,"него получится, он будет через пару часов."
14232,Молодая супружеская пара занимается любовью.
14233,"Пробыв пару недель в Англии, американец был"
14234,"О чем думают пара лягушек и пара влюбленных, сидя"
14235,"чем думают пара лягушек и пара влюбленных, сидя на берегу реки?"
14236,дети будут рождаться при помощи пара и электричества и как это
14237,Разъясняем: в комнату входит пара и гасит электричество.
14238,"слабым зрением должен иметь две пары очков: одну для чтения, другую"
14239,Через пару месяцев он возвращается вновь и
14240,Я ведь всего-навсего заказал пару вареных яиц.
14241,"он отступил от него на пару шагов, критически оглядел его и"
14242,Через пару дней встречаются опять:
14243,"Иван-царевич шел, сносил шесть пар сапог."
14244,Через пару минут та же история.
14245,развратник! — возмутилась мамаша и влепила пару пощечин своему юному сыну.
14246,Через пару недель сын там же с
14247,Еврей прослужил пару недель и просится в отпуск.
14248,Шесть пар рук!
14249,"Э-э, тоже мне лес, всего-то пара деревьев!"
14250,"Америку, у него была только пара рваных штанов."
14251,Так я тоже пару раз ему отвесил.
14252,"Пара черных, блестящих, со шнурками стоят"
14253,Это пара ботинок.
14254,Две пары ботинок.
14255,Три пары ботинок!!!
14256,"Пару минут пробует отдышаться, потом со"
14257,В кинотеатре билетерша супружеской паре:
14258,"Признаться, он сказал пару слов, — буркнул репортер, — но они"
14259,Сейчас вам скажет пару слов сам Иван Иванович…
14260,"От имени моих сорока трех пар дырявых носков, позвольте поблагодарить вас!"
14261,"Я буду навещать тебя пару раз в неделю, а мы"
14262,Через пару дней встречает того же негра
14263,бы дать этой отбивной еще пару электрических ударов?
14264,"Пару яиц всмятку, — вежливо попросил Смит"
14265,Да пары пачек сигарет мне хватит».
14266,еще не приходил за второй парой.
14267,Пару кило сырого гороха я съел
14268,"А то давеча купил пару бутылочек, откушал."
14269,Через пару секунд на дисплей выскакивает результат
14270,"Мужик наливает, щелкает пару раз себе пальцами по горлу"
14271,"Через пару дней, когда его не было"
14272,"сделаете, я выбью для вас пару страничек в Ветхом завете."
14273,"ковчеге собрали всякой твари по паре, стоят в ожидании и кто-то"
14274,"на секретаршу, — что если я пару раз поцеловал вас и похлопал"
14275,"Приходит супружеская пара к врачу, мол, нет оргазма."
14276,Супружеская пара на приеме у врача.
14277,Приходит к сексопатологу пара.
14278,Через 2 минуты приходит другая пара.
14279,что от меня вышла одна пара.
14280,Молодая пара приходит к сексопатологу.
14281,"Но чтобы скоротать время, можно пару раз выйти замуж."
14282,"наблюдают за тем, как молодая пара танцует «Ламбаду»."
14283,Заставила две пары кальсон надеть!
14284,Проходит пара минут.
14285,Еще проходит пара минут.
14286,"Не проходит и пары секунд, как:"
14287,"жена, — мы были бы идеальной парой."
14288,Супружеская пара в Лувре остановилась у статуи
14289,"Супружеская пара поссорилась, и жена переселилась в"
14290,У супружеской пары двенадцать детей.
14291,скупает уникальные вещи и принес пару стоптанных ботинок.
14292,Тут вполне хватит на пару бутербродов!
14293,"могу, надо ж и детям пару литров оставить!"
14294,Продержись хоть пару раундов.
14295,мне уже во всем признался пару недель тому назад!
14296,"Пожилые туристы, супружеская пара, присели отдохнуть в римском кафе."
14297,Через пару дней заведующая заглядывает в группу
14298,"температуру пламени, теплоемкость воды и пара, атмосферное давление и т.п"
14299,"Тут пессимист выходит на пару минут по делам, а оптимист"
14300,Еще через пару минут — зубило.
14301,заключение один оратор решил кинуть пару призывов:
14302,"Артист залезает на трапецию, делает пару кульбитов и бросается вниз."
14303,"входит девушка, дверь закрывается, через пару минут с воплем «УЖАС!!!!"
14304,"Проходит пара часов, управляющая выходит из комнаты"
14305,"до того, что по ночам пары развлекаются даже на крыше."
14306,"маклера на весьма большие суммы, пару раз передававшиеся при мне."
14307,"пыхтишь, выпуская из ноздрей клубы пара."
14308,сказке Андерсена:  «Весь мир и пара коньков в придачу».
14309,отец подобрал где-то на улице пару лет тому назад.
14310,"и наши друзья, тоже супружеская пара, шли по улице Горького, и"
14311,"за другой, и я, попробовав пару первых блюд, лишь любовался посудой"
14312,"А глядишь, через пару месяцев — Митькой звали!"
14313,эстраде для танцев — дух захватывает! — пары твистуют.
14314,и впиваются в молодую негритянскую пару.
14315,"Пар много, но эта — оба длинноногие"
14316,и на эстраду тоже вбежали пары.
14317,"Дай пару лепешек подложить под подушку, а"
14318,свободное от работы время на пару трахают безногую бабу».
14319,"бывшего СССР освоил выпуск колесных пар по международным нормам UIC, в"
14320,"латышка, тетя Луция, а через пару лет — поднимай выше! — уже дочь"
14321,У нас гостили пару раз.
14322,"Он входит в клубе пара, приносит запах мороза и сена."
14323,"Корова, лошадь, пара овец, куры — это живность."
14324,Пару сезонов там прожила его новая
14325,Пару раз навещал его дома: было
14326,Бабкок и Вилькокс» с давлением пара… аж 12 атмосфер.
14327,Через пару месяцев я уже мог заменить
14328,"упустить топку: щепа прогорит, давление пара упадет."
14329,"не ударил, если не считать пару шлепков маленькой дочке, вполне осознанных."
14330,не могло бы появиться за пару лет до того.
14331,"подобие пельменей, но сваренные на пару), саламат (сметана, перекипяченная с мукой)."
14332,В классической паре конверсивов продавать => покупать таков
14333,"нашего решения на примере первой пары конверсивов, где подлежащим является группа"
14334,"Супружеская пара, бывшие солисты Одесского оперного театра"
14335,Известная в Европе супружеская пара режиссеров и актеров МХТ Вера
14336,и горька была жизнь этой пары.
14337,"В одиночку, парой, где и бригадами заготовители шарились"
14338,Пару слов о себе.
14339,"толкнули они на базаре несколько пар новых солдатских сапог, были пойманы"
14340,"Принес я обе пары, маленькие поставил на кровать, на"
14341,"уж гаденького, должность его была — пару поддавать, теоретически обосновывать, я публично"
14342,Они были красивой парой и внешне очень подходили друг
14343,идут две хорошо раскормленные начальственные пары.
14344,"не останавливал, я бы хоть пару ложек того кулеша ухватил под"
14345,Редкостная была пара.
14346,"его чемодан, где хранилась-таки пара-тройка бутылок: как можно красивым"
14347,Мы хорошая пара».
14348,"Не истоптав и пары туфель, Надина мать вновь вышла"
14349,"Я срочно написал пару очерков для местного радио, и"
14350,"вестибюле «Праги» уже раздевалось несколько пар с букетами и подарками, и"
14351,"Пиво было тепловатое, но пару бутылок мы открыли, остальные поставили"
14352,Мудрый Петрович обладал уникальным умением парой фраз затевать офицерские диспуты на
14353,"руководству Минобороны и всему комсоставу пару приличиствующих случаю банальных комплиментов, Ельцин"
14354,"Это пара ботинок, 10 бутылок водки неплохого"
14355,было купить недорогую лошадь или пару коров…
14356,Спустя всего пару дней после этого инцидента Динеля
14357,десятка гранат Ф-1 и пары пистолетов Макарова.
14358,"ларьке у кинотеатра «Художественный» по паре бутылок «Жигулевского», шли в ближайший"
14359,"Если так, то через пару лет можно смело ставить крест"
14360,"заключил Трофимов, — я этого Мудакпердиева пару раз с собой в «зеленку"
14361,над зеленым снарядным ящиком в паре со штабным офицером мы играли
14362,"дворец, мне нужно было объехать пару кварталов, пересечь рыночную площадь и"
14363,меня бесцеремонно растолкали уже через пару часов.
14364,"прикрою отход пулеметным огнем, брошу пару гранат и здорово задержу погоню."
14365,Уже через пару минут он рвал на мне
14366,"его за ухо, да задать пару простеньких вопросов в стиле НКВД"
14367,Через пару минут о яростном сражении напоминала
14368,Я тайком пару раз чмокнул королеву в ушко
14369,седлах не более чем в паре миль от замка Повара.
14370,"лохматые головенки, но уже через пару минут ее ноги были в"
14371,судьба сделает из них идеальную пару.
14372,Смешанная» пара может отправиться на Кипр и
14373,Такая же пара может через адвоката направить заявление
14374,Пару дней в Иерусалим трудно было
14375,"Поэтому явно нервничал, пару раз выбегал из комнаты, беспрерывно"
14376,"сказали они, в Тель-Авиве есть пара ресторанов еврейской кухни."
14377,А на ставку повара трудоустроили пару человек.
14378,Поздравления и обмен парой-другой общих фраз.
14379,Я зашел в пару таких домиков.
14380,Но пару раз ещё собирались.
14381,Через пару дней сделали второй заход.
14382,это значение проявляется в хрестоматийной паре П. Сгалла и Э. Хайичовой
14383,"Например, наречия в парах изредка и редко, вдали и"
14384,"Так, первый в паре синонимов невдалеке и недалеко тяготеет"
14385,Это удобно проиллюстрировать на примере пары антонимичных глаголов соблюдать — нарушать [«не
14386,и все танцующие разобьются на пары.
14387,"присутствующие танцуют, значит, каждому нашлась пара, т. е. мальчиков и девочек"
14388,"пересчет, называется принципом разбиения на пары, или принципом взаимно однозначного соответствия."
14389,"этих двух множеств разбиты на пары вида x,y) , где  [formula] , причем каждый"
14390,Y участвует ровно в одной паре.
14391,"на танцевальном вечере разбиваются на пары, и есть пример взаимно однозначного"
14392,"между Z и N: образуем пары вида n,2n)  и - n,2n+"
14393,"- n,2n+ 1) ,  [formula] , а также пару 0,1)  (на первое место в"
14394,"на первое место в каждой паре ставится число из Z, а"
14395,"Итак, этот школьник предъявил две пары чисел a и b, таких"
14396,"Казалось, только столбики пара над кофейными чашками осмеливаются, в"
14397,"десять, не больше, шесть записок, пару анкет и два заявления."
14398,"Кроме пары одеял, 
 Пары книжек под рукой"
14399,"Кроме пары одеял, 
 Пары книжек под рукой
И тебя"
14400,Слушаю. — покорно сказал Антон через пару минут.
14401,если ты ей хотя бы пару раз не проиграешь как следует.
14402,"Полотенце смахнуло с телевизора будильник, пару противосолнечных очков, бессмысленную, но красивую"
14403,"в ванной накопилось плотное облако пара, и дышать было тяжело."
14404,"непременно pair, похожее на русское «пара», которое всегда помнил."
14405,"Но couple это тоже пара, вспоминал Тема, хотя, вроде бы"
14406,"не в том, чтобы три пары железных сапог сносить, а чтобы"
14407,Два сапога — пара.
14408,Для одноногого — половинка пары!
14409,"Пару сезонов, перебиваясь погрузочными халтурами, я"
14410,прикупил в спортивном магазине «Олимп» пару надежных туристских башмаков.
14411,"Другую — ход из прихожей — занимала пара юных любовников, сбежавших от родителей."
14412,Собаки лениво отбегали на пару шагов и оттуда над ним
14413,"на последний спектакль, был этой парой совершенно очарован и не одну"
14414,"проходной Первого мясокомбината, принимая на пару с заслуженным стрелком ВОХРы Софоклом"
14415,где уже дожидался теплоход под парами.
14416,Пару недель тому назад уже приходила
14417,"химик, ладонью нагоняя на себя пары."
14418,"случае, и однажды посетили на пару пивную — а тут и вовсе"
14419,Будем на пару поддерживать огонь.
14420,Так что два сапога — пара.
14421,"невесело подумал солдат, — действительно подобралась пара — бомж с дезертиром."
14422,А я кимарну пару часиков.
14423,он ловил экземпляры с двумя парами задних лапок и сперва даже
14424,балу покупались новые перчатки — редкая пара выдерживала более одной-двух чисток
14425,"гравюрками, изображавшими чаще всего танцующие пары или атрибуты любовной символики — сердца"
14426,для интимного разговора могла уединиться пара.
14427,"Земля, как и вода, имеет пары."
14428,"Там, впотьмах, была еще пара таких же под низко надвинутым"
14429,будет хрен знает что… пожилая пара ищет молодую особу для совместного
14430,"безродный обрезанный космополит комсомолке не пара, ей сделалось по-настоящему страшно, потому"
14431,Я встретила его пару дней назад в метро.
14432,"разговор по телефону, и через пару минут в комнату входит улыбчивая"
14433,"За границей мне встречались супружеские пары, которые, торопя свое превращение в"
14434,Через пару недель после нашей первой встречи
14435,"кое-что из посуды — сковорода, кастрюля, пара тарелок."
14436,приближением коричневого ЗИСа или появлением пары (он и она) отвратительного вида
14437,"Публицист выступал в паре с Кирюшей, с которым год"
14438,"в линейку, бритва, зубная щетка, пара штопаных носков, пара застиранных рубашек"
14439,"зубная щетка, пара штопаных носков, пара застиранных рубашек, защитного цвета армейский"
14440,"и запах гари, и клубы пара, и вы ощущаете тяжелые усилия"
14441,Греки присматривались и выбирали какую-нибудь пару поинтереснее.
14442,"разговор, да и он отпустил пару реплик."
14443,"гудком и испускал с шипеньем пары, поезд с лязгом расправлял суставы"
14444,"зависит от конкретных отношений конкретной пары, от их взглядов на жизнь"
14445,Надо бы запасти пару мешков муки и несколько бидонов
14446,"да налепить кирпичей — и за пару дней поставить новую, а то"
14447,Пару бэтээров бы…
14448,АКМов сорвали последние клапаны: через пару месяцев громыхало в полную силу
14449,"командовал отрядом спецназа, гонял на пару с Негматуллаевым банду Черного Мирзо"
14450,"в руке, и можно потянуть пару секунд, как будто за пару"
14451,"пару секунд, как будто за пару секунд что-то изменится — вызреет она"
14452,были потери тепла и чтобы пары не выделялись в помещение.
14453,"из банки вытеснятся наружу избыточные пары и оставшийся там воздух, после"
14454,"эссенцией, чтобы не вдыхать ее пары."
14455,"их трудно удалить, пропаривают на пару до размягчения и протирают через"
14456,Третья пара.
14457,"посмотреть в упор, можно увидеть пару крошечных человечков — они при ходьбе"
14458,он лихорадочно начал искать третью пару.
14459,Мы поговорили пару раз по телефону — спокойный голос
14460,"нарисованными тортом, плюшевым мишкой, еще парой столь же невинных предметов и"
14461,"застилали постели, Володя встал, прошелся пару раз по комнате из конца"
14462,"Я понимаю, я ей не пара."
14463,"Слава, надо бы вам преподать пару уроков."
14464,А уже через пару дней газета появится во всех
14465,"Такое уже случалось пару раз с тех пор, как"
14466,"сильно, что тот отлетел на пару метров и впечатался в стену."
14467,с ее хозяевами — пожилой супружеской парой — насчет установки в подъезде и
14468,"Еле уговорил и эту пару, и еще ряд соседей, заявив"
14469,"Подумайте — через каких-то пару недель, нет, даже дней, ваша"
14470,"теперь и определенный вес, и пара любимых «Мерседесов», и преданнейший телохранитель"
14471,которых они с Арменом уже пару раз нанимали для подобных мероприятий.
14472,Через пару часов к Валентину в больницу
14473,Сделал еще пару звонков.
14474,"ран, а молоденький мичман и пара усатых старшин шли открывать кингстоны."
14475,"каузальная атрибуция, уровень непринадлежащих характерных пар элементов и степень, с которой"
14476,установок владельцев гостиниц к студенческой паре китайцев.
14477,"массированную пальбу, что буквально через пару секунд на земле лежал весь"
14478,"Мурашкин заглянул в пару магазинов, поболтал с сонными по"
14479,"Еще пара лет, от силы года три…"
14480,"коридоре, Мурашкин и дверь на пару едва ее не зашибли."
