,0
4738,листики лип образовывали подвижную тенистую сетку на барежевом ее платье.
4739,"фуражка с дворянской кокардой, пестреющая сетка солнечных кружков на песке аллеи"
4740,"Сергей явился, прикрытый сеткой от пчел, со снарядом для"
4741,"глаза, светлые, прикрытые совсем белокурой сеткой ресниц."
4742,окна были вставлены от них сетки.
4743,Получалась темная сетка из продольных колей дороги и
4744,"сухие колени руки, оплетенные вялой сеткой синеватых жилок."
4745,И заместо рубашки — сетка.
4746,Она изъ-за своей сѣтки ни на кого не смотритъ
4747,"на крыльцо, поскребъ о желѣзную сѣтку калошами, поднялся по хорошо освѣщенной"
4748,Утечка сетки изменялась от 8 до 12
4749,"метров — анод лампы и вывод сетки через стекло, настолько сильно грелись"
4750,зажигая курников и не закрываясь сетками.
4751,из конопляного семени и лучок — сетку с протянутой от нее бечевой.
4752,"к нити лампы, телефон к сетке, анод к земле, плюс анодной"
4753,"плюс анодной батареи приключен к сетке, минус — к аноду."
4754,"или иным путем возвращаются на сетку лампы, в ней усиливаются, частично"
4755,"обратную связь опять попадают на сетку, вновь усиливаются и т.д."
4756,"как был, в брюках и сетке на голое тело, покатился по"
4757,"Внутри корпуса целая сетка из тонких алюминиевых пластинок, они"
4758,"каждого был повязан жгут из сетки, чтобы потом не заливало глаза."
4759,по Невскому рысак под голубой сеткой и кучер крикнул кому-то:  «берегись»!
4760,О приемнике Семенова на двух сетках
4761,запряженная серой лошадью в белой сетке.
4762,5000 до 10000 ом. и сетка ламп Л1 и Л2.
4763,Между сетками ламп включены сопротивления по 1
4764,"через мой брандмауэр, как через сетку."
4765,Смещающие напряжения на сетки меняются в пределах от 15
4766,"обычно с уменьшением напряжения на сетке усиливается передача, но и увеличиваются"
4767,Смещающее напряжение на сетки ламп усилителя берется в 15
4768,связана с контуром L2 С1 — сетки 1-й лампы.
4769,"катушек L3 и L4 к сетке 2-й лампы (катушки L1, L2"
4770,"1 сопротивление утечки сетки в 1,5-2 мегома."
4771,"тем, чтобы провода, идущие к сетке и аноду ламп нигде бы"
4772,приемника по отношению к цепям сетки и анода каждой лампы слишком
4773,случайные емкости между анодом и сеткой лампы сетка заряжается определенным потенциалом
4774,между анодом и сеткой лампы сетка заряжается определенным потенциалом (в зависимости
4775,помощью другой емкости задать на сетку той же лампы равный по
4776,что нейтрализующий конденсатор приключается между сеткой рассматриваемой лампы и вторичной обмоткой
4777,"на первичной, влияние которого на сетку нашей лампы и является вредным."
4778,захватить с собой также мелкоклетчатую сетку.
4779,снять гимнастерку и путешествовать в сетке.
4780,Сетка может играть также немалую подсобную
4781,Сетка.
4782,Сетка.
4783,"кроме некоторого специального снаряжения, вроде сетки против комаров и других вещей"
4784,Сетка от комаров.
4785,Сетка как предохраняющее средство от комаров
4786,"Сетка при помощи полоски, в которую"
4787,"через полоску продевается и посредине сетки с таким расчетом, чтобы он"
4788,"но стены голые, на окнах — сетки от мух, потому что окна"
4789,"которая дает отрицательный потенциал на сетки ламп низкой частоты, можно заменить"
4790,"При этом сетки ламп, получающие отрицательный потенциал, присоединяются"
4791,"Впору одевать на лица сетки, но их нет в нашем"
4792,включена она на катодную (добавочную) сетку.
4793,"На питание анода и добавочной сетки дается 8-12 вольт, причем"
4794,"мягкий шнур пойдет на добавочную сетку), от 25-го витка отпай идет"
4795,R1 — сопротивление утечки сетки в 1 мегом.
4796,"Будем задавать на сетку положительные напряжения в 1,2,3 и"
4797,"вольт (т.е. плюс на сетку, минус на нить накала) и"
4798,"е. будем давать минус на сетку и плюс на нить, и"
4799,Напряжение на сетку измерено у нас в вольтах.
4800,"Отложим положительные вольты на сетку вправо от вертикали, а отрицательные"
4801,анодного тока от напряжения на сетке.
4802,что + 4 вольта на сетку соответствует ток в 3 мА
4803,"3 мА, при нуле на сетке мы имеем 1,5 мА, а"
4804,что при увеличении напряжения на сетку более + 8 в. анодный
4805,"к потенциометру, а концы — к сетке."
4806,были странно закручены и притянуты сеткой.
4807,Наши читатели о сетке
4808,Месяц введения сетки
4809,месяца со дня введения новой сетки московским радиоцентром мы имеем не
4810,до претворения в жизнь этой сетки некоторые «скептики» указывали на нереальность
4811,на нереальность и недостаточную пригодность сетки.
4812,"на целый ряд дефектов этой сетки, и, однако, сетку стали без"
4813,"дефектов этой сетки, и, однако, сетку стали без изменений проводить в"
4814,"выдав радиослушателям вексель — в виде сетки, оказались «неплатежеспособными»."
4815,"и неясностей в той части сетки, которая реально проводится в жизнь."
4816,"По новой сетке мы имеем такие передачи, как"
4817,с лампой УТI и выводом сетки детекторной лампы на самостоятельные штепсельные
4818,"с положительным потенциалом на катодной сетке, однако, вопреки указаниям т. Шапиро"
4819,напряжение на анод и добавочную сетку.
4820,Люди с сетками окружают место.
4821,"Закидываются на фуражки сетки, которые придают такой таинственный вид"
4822,"позже — мошкара, от которой и сетка не спасает."
4823,"7), приключим конденсатор параллельно катушке сетки или параллельно обеим катушкам."
4824,"называть схемой с контуром в сетке, а вторую — трехточечной."
4825,"Схема с контуром в сетке, по тем же соображениям, что"
4826,Присоединением проводников от анода и сетки к противоположным концам катушки L
4827,правильное соотношение переменных напряжений на сетке и аноде; именно — при соединении
4828,4 переменное напряжение на сетке будет всегда прямо противоположно переменному
4829,Сдвиг переменных напряжений сетки и анода на 180 °
4830,"расположении штепселей в порядке: анод — сетка — нить, если присоединить эти штепселя"
4831,проводники от анода А и сетки С присоединены к противоположным пластинам
4832,"знак, то нижняя, присоединенная к сетке — отрицательный."
4833,использовании для связи только емкости сетка-анод лампы.
4834,параллельно к конденсатору С2 (анод-сетка лампы).
4835,Полагая емкость конденсатора анод-сетка (С2) равной примерно 10 см
4836,"L1, а следовательно и на сетке, не может быть создано переменное"
4837,С2 (емкости между анодом и сеткой лампы] невозможно.
4838,"связью между цепями анода и сетки, значительно уменьшилась и ее сопротивление"
4839,осуществлен путем соединения анода и сетки с нитью через короткие куски
4840,"через вводные проводники анода и сетки, которые рассчитаны на небольшую силу"
4841,"Конденсаторы обычно включают между сеткой и нитью, а сопротивления последовательно"
4842,последовательно в цепь анода или сетки.)
4843,"контур состоял из емкости анод-сетка и самоиндукций, включенных соответственно между"
4844,соответственно между анодом-нитью и сеткой-нитью лампы; в этих условиях
4845,"очевидно, вводные провода анода и сетки являются включенными в колебательный контур"
4846,"в этом случае емкость анод-сетка имеет значительную величину, и вполне"
4847,необходимо настроить в резонанс контура сетки и анода.
4848,Действительно: сетки ламп C1 С2 присоединены по
4849,"стороны штепселя нити Н; следовательно, сетка C1 будет всегда иметь знак"
4850,будет всегда иметь знак противоположный сетке С2.
4851,Таким образом при колебаниях сетки C1 и С2 получат переменные
4852,В соответствии с напряжением на сетках будут меняться анодные токи: за
4853,электродвижущая сила будет подавать на сетку электронной лампы периодически то положительное
4854,"Допустим, что отрицательное напряжение на сетке совершенно прекращает анодный ток."
4855,"очевидно, всякий раз, как только сетке будет сообщен положительный потенциал, возникнет"
4856,имеет 27 витков; в цепь сетки — 65.
4857,"три: цепь накала, анода и сетки."
4858,Цепь сетки состоит из катушки L2 замкнутой
4859,катушки L2 замкнутой на промежуток сетка-катод лампы.
4860,"сила, которая, попадая далее на сетку, будут изменять ее напряжение."
4861,называемой катушки обратной связи на сетку.
4862,определенная величина переменного напряжения на сетке; увеличение или уменьшение этого напряжения
4863,"отрегулировав катушки обратной связи на сетку L2, начнем изменять емкость конденсатора"
4864,включения катушки обратной связи на сетку.
4865,•соответствующей величины переменного напряжения на сетке и в) приравниванием сопротивления контура
4866,"чтобы использовать специальное сопротивление утечки сетки, заштриховал одну сторону оболочки конденсатора"
4867,передатчика подразумевают способ подачи на сетку генераторной лампы переменного напряжения.
4868,Здесь переменное напряжение на сетку подается катушкой обратной связи L
4869,из антенны для питания цепи сетки.
4870,2 цепь сетки питается от совершенно не связанного
4871,"с тем отличием, что цепь сетки питается от постороннего источника высокой"
4872,цепь анода или в цепь сетки.
4873,прекращается подача переменного напряжения на сетку лампы.
4874,"распространено включение ключа в цепь сетки, так как включение в цепь"
4875,При размыкании цепи сетки приходится иметь дело с относительно
4876,"может быть помещен в цепи сетки либо возбудителя K1, либо мощного"
4877,Регулируют переменное напряжение на сетке (вдвигая или выдвигая катушку L2
4878,"мимо светлевшей в темноте пыльной сетки лифта и, запыхавшись от быстрого"
4879,точку высокого напряжения и цепи сетки следует заземлять.
4880,За проволочной сеткой хрюкал поросенок.
4881,"заключают в медные или железные сетки, подводят к ней сеть проводников"
4882,"банку, сплошь продырявленную в виде сетки, или, еще лучше, круглую коробку"
4883,из медной или железной густой сетки.
4884,"кусок медной или железной проволочной сетки и из нее, загибая края"
4885,"Если бы не дождь, частой сеткой занавесивший дали, он выпрыгнул бы"
4886,"картиной промелькнула изба под Москвой, сетка дождя, занавесившая дали, дерзкая самовлюбленная"
4887,"присоединения мягкого шнура к добавочной сетке, к панели привинчивается изогнутая соответственно"
4888,а следовательно и с добавочной сеткой при вставлении лампы в гнезда.
4889,"высокой частоты частично проходят через сетку и, выпрямляясь, усиливаются лампой; часть"
4890,"обмотку трансформатора, последняя соединена с сеткой через дроссель Дрос."
4891,Благоприятный режим на сетке достигается включением смещающей батарейки в
4892,"и дроссель вновь подаются на сетку первой лампы, которая уже теперь"
4893,Для этой цели от сетки второго генератора выведена небольшая антенна
4894,По первому — перед сеткой четвертой лампы включается переменный конденсатор
4895,"ручку, соединена гибким шнуром с сеткой и держится в левой руке."
4896,"при этом слышны шумы, можно сетку соединить с накалом сопротивлением в"
4897,в 4-6 вольт на сетку.
4898,и размер добавочного напряжения на сетку.
4899,"присоединена к нити, телефон к сетке, анод непосредственно к земле; в"
4900,"в общем же анод и сетка поменялись местами, а приходящие колебания"
4901,Сетка имеет высокий положительный потенциал; катушка
4902,"ее на треножник, покрытый медной сеткой, какие служат для нагревания при"
4903,"по-бычачьи наклонив головы; за проволочной сеткой мелькали ловкие фигуры теннисистов, вздымались"
4904,"своей оси, устремлялся дугою к сетке."
4905,между минусом батареи накала и сеткой.
4906,"Эта батарея должна задавать на сетку отрицательный потенциал, так как иначе"
4907,"Утечка сетки, реостат, потенциометр и другие детали"
4908,"был неприятно удивлен: на пружинной сетке кровати лежал свернутый матрац, подушки"
4909,"На скулах — тонкая сетка багровых жилок, нижние веки несколько"
4910,"руке и, положив портфель в сетку, протяжно, воющим звуком, зевнул."
4911,"и слышал, просеивалось сквозь, но сетка решета не задерживала ничего."
4912,себя от действительности почти непроницаемой сеткой слов и обладают завидной способностью
4913,"Клима тусклые, стеклянные зрачки в сетке кровавых жилок."
4914,"лошадей; лошади были покрыты голубой сеткой, в санях сидел большой военный"
4915,"пара серых лошадей, покрытых голубой сеткой; они блестели на солнце, точно"
4916,"ее голове была прикрыта жемчужной сеткой, но все-таки голова была несоразмерно"
4917,"затем сняла очки, чтоб поправить сетку на голове; темные зрачки ее"
4918,"лицо покрыто мелкими морщинами, точно сеткой тонких ниток, — очень подвижное лицо"
4919,"Самгин видел, как сетка морщин, расширяясь и сокращаясь, изменяет"
4920,"Покрякивая, он взвалил чемодан на сетку, положил туда же и две"
4921,бумагой и бросил комок в сетку.
4922,"плоская, в белом платье, в сетке на курчавой голове и в"
4923,"Важно, чтобы клеммы, соответствующие сетке и аноду, лежали не в"
4924,он покачнулся и упал в сетку.
4925,снимается» напряжение («падение напряжения») на сетку первой лампы усилителя: при силе
4926,"0,125 вольт, т.е. на сетке первой лампы усилителя напряжение колеблется"
4927,следовало бы для подачи на сетку первой лампы напряжения ставить не
4928,"сейчас подсчитывали, что напряжение на сетке первой лампы весьма мало, — порядка"
4929,"У меня была лодка, сетки и разные удочки."
4930,"Сетки развесишь, так они в сетки"
4931,"Сетки развесишь, так они в сетки залезут, запутаются и перегрызут нитки"
4932,Я их находил в сетках — запутается другая и попадется.
4933,"каждой грани создают впечатление сплошной сетки, накинутой на спокойную плоскость мощного"
4934,"Давайте сюда сетку, ваше высокоблагородие."
4935,"Егерь осторожно засунул в сетку фазана, заправляя неумещающийся длинный хвост."
4936,Потом завернул сетку в холщовый мешок и осторожно
4937,"быстро, но так ровно, что сетка у него на боку почти"
4938,"Егерь передал Гумилеву сетку с фазаном, наказав идти осторожно"
4939,"буер и ухватился зубами за сетку с фазаном, а другой, с"
4940,"ручной саквояжик, у Гумилева же — сетка вроде ягдташа, в которую зачем-то"
4941,"Гумилев выпустил на палубу спутанного сеткой фазана, который выпрямляется, отряхивает перья"
4942,Эльга распутала фазана из сетки и поднесла к кресту.
4943,"наткнулся на старый вентерь и сетку и вспомнил, что щука начинает"
4944,"контуром L1С1, складываются в цепи сетки с колебаниями контура L2L3C2, созданными"
4945,Точно так же на сетку подаются два колебания высокой частоты
4946,"гридлик отсутствует, а в цепь сетки вводится «смещающая» батарея."
4947,Напряжение сетки колеблется на положительной области в
4948,Сетка может притянуть электроны в создать
4949,"при положительных напряжениях; поэтому ток сетки, изображаемый второй кривой рис."
4950,"потому амплитуды положительного напряжения на сетку оказываются меньше, чем отрицательного."
4951,узаконили» в стрободине появление тока сетки.
4952,шагом будет уменьшение связи цепи сетки с приемным контуром.
4953,что от антенной катушки на сетку подается лишь часть витков.
4954,"увеличиваем, следовательно, переменное напряжение на сетке, от которого и зависит сила"
4955,"помнит, что, если задать на сетку добавочное положительное напряжение, то в"
4956,"положительное напряжение, то в цепи сетки появляется ток, который вызовет внутри"
4957,"R; наоборот, при подведении на сетку отрицательного напряжения сеточный ток исчезает"
4958,управления генерацией: надо в цепь сетки ввести дополнительный источник переменного напряжения
4959,или же связанный с цепью сетки нашего регенератора.
4960,"же время и в цепь сетки первой лампы, служа здесь в"
4961,"Переключатель Н позволяет дать на сетку только смещающее напряжение, или же"
4962,Затем прибавляют на сетку отрицательное смещение до тех пор
4963,малейшего увеличения положительного напряжения на сетку анодный ток должен появиться; дальнейшее
4964,Сетка лампы соединена накоротко с анодом
4965,"В цепи сетки, кроме катушки связи, имеется миллиамперметр"
4966,ток накала и связь на сетку).
4967,нею — и подача напряжения на сетку.
4968,Сопротивление cd есть участок сетка-катод с присоединенной к нему
4969,"вспомогательный путь» дает в цепь сетки напряжение, обратное получаемому через внутреннюю"
4970,"Здесь «нейтродон» присоединяется со стороны сетки, но получает из анодной цепи"
4971,"Соединяя верхний конец ее с сеткой предыдущей лампы через конденсатор, мы"
4972,"создают переменное напряжение в контуре сетки первой лампы, который настраивается с"
4973,собою еще одну подробность схемы: сетки промежуточных каскадов присоединены к движку
4974,"новая катушка уже в цепь сетки первой лампы, не оказывающая существенного"
4975,"собственных колебаний добавим в цепь сетки еще контур L2 С2, на"
4976,"из анодной цепи в цепь сетки той же лампы, — путь через"
4977,Анод и сетка представляют собой как бы две
4978,"Предположим, что в цепь сетки поступили колебания и вызвали периодические"
4979,"цепи (ибо нулевая точка для сетки и анода общая), а потому"
4980,то есть на зажимах контура сетки.
4981,подталкивают пришедшие извне в цепь сетки колебания.
4982,"передача анодной энергии в цепь сетки, то есть обратная связь."
4983,"Наконец, можно изменять подаваемое на сетки смещающее напряжении, добиваясь этим путем"
4984,но утро могуче льется сквозь сетку шрифта и затопляет все.
4985,"Под белой сеткой — выпуклая грудь, буреют соски."
4986,"восторженная ненависть, рожденные виденным, сливают сетку дождя в сплошную золотистую, колыхающуюся"
4987,щели желтый свет ложился тонкой сеткой на щербатую стену амбара.
4988,"едва приметную разницу в рисунке сетки, но этот признак был столь"
4989,"как бы ромбиков (нечто вроде сетки), но таких 16 полных рядов"
4990,"обычная электронная лампа, но без сетки (диод)."
4991,5; при включении в схему сетка и анод замыкаются накоротко.
4992,прохождение сигнала от антенны к сетке и созданное им изменение анодного
4993,"E1, то полное напряжение на сетке"
4994,переменное напряжение больше приложенного к сетке и называется «коэффициентом усиления» лампы.
4995,"Это значит, что даже соединение сеток с нитью через уравнительный потенциометр"
4996,"лампы, вторичная обмотка — в цепь сетки 2-й лампы."
4997,"тем или иным путем на сетку 1-й лампы, вызывают более значительное"
4998,"соответствии с изменением потенциала на сетке), вызывает появление все время изменяющегося"
4999,"которая и попадает далее на сетку 2-й лампы, где и усиливается"
5000,"передвижка-чемоданчик, выполненная на двух сетках по схеме I-V-I"
5001,"лампах УТ1 ил» УТ15, на сетку от 20 до 45 вольт"
5002,"завода негодными (соединение нити с сеткой), во-вторых, большая часть ламп при"
5003,"включение фильтра между антенной и сеткой лампы или детектором, благодаря чему"
5004,"так как фильтр соединен с сеткой и антенной, то опять может"
5005,для карманного фонаря) задает на сетки ламп отрицательный потенциал.
5006,Во избежание подачи на сетки ламп переменного потенциала 50-периодного тока
5007,которая является точкой нулевого потенциала сетки относительно нити.
5008,подбора наивыгоднейшей рабочей точки на сетки ламп каждого каскада задается отрицательный
5009,способ задания отрицательного потенциала на сетки ламп дает возможность полностью избавиться
5010,кенотронов применены лампы типа УТ1 (сетки соединяются с анодом накоротко).
5011,таких сопротивлениях достигается смещение на сетки ламп 1-го каскада — 8-10
5012,8-10 v и на сетки ламп 2-го каскада — 12-15
5013,анодный контур связан с контуром сетки лишь через внутреннюю емкость лампы
5014,"к железу; нас, словно марлевые сетки, пронизывает ледяной ветер на задней"
5015,применен новый способ включения утечки сетки.
5016,"я включал, как обычно, между сеткой лампы и началом колебательного контура"
5017,"регулировать не только связь между сеткой лампы и обратной связью, но"
5018,"Присоединяя утечку сетки, следует помнить, что источник накала"
5019,правильное и неправильное присоединение утечки сетки детекторной лампы.
5020,При обычном присоединении сетки мы даем на нее отрицательный
5021,на защитный конденсатор С утечки сетки.
5022,"изоляцию, в противном случае на сетку детекторной лампы будет просачиваться некоторый"
5023,катушке колебательного контура в цепи сетки и вести прием без заземления
5024,детектирования; вместо традиционного сопротивления утечки сетки эту роль играет вторичная обмотка
5025,"частоты, причем используется ток второй сетки, довольно значительный по своей величине."
5026,"весьма простому, способу: между ножкой сетки и минусной ножкой накала вставляется"
5027,лампами зажимы на цоколе (катодные сетки) соединяются с положительной клеммой анодной
5028,связи L2 и с ножкой сетки лампы.
5029,Вторичная обмотка трансформатора присоединена между сеткой второй лампы и отрицательным полюсом
5030,"замкнутый колебательный контур, приключенный к сетке второй лампы."
5031,150 см; сопротивление приключено между сеткой и положительным полюсом батареи накала.
5032,позволяет давать отрицательный потенциал на сетку последней лампы и соединяется при
5033,"было установлено, что комбинация утечки сетки с емкостью при бессменном сопротивлении"
5034,"лампой Микро ДС, клемму второй сетки соединяют с зажимом плюс анодной"
5035,"окружающего пространства, действует на цепь сетки электронной лампы, управляющей энергией анодной"
5036,"Так как в цепи сетки расходуется очень малая мощность, то"
5037,"катушки самоиндукции: L1 — антенны, L3 — сетки и L2 — обратной связи, причем"
5038,витков обратной связи к виткам сетки и расстояние между этими катушками.
5039,монтируется 10 витков для катушек сетки и 6 витков для обратной
5040,5 мм; расстояние между витками сетки и обратной связи тоже 5
5041,С2 — в 100 см для сетки и С1 — 250 см для
5042,облегчения настройки приемника емкость конденсатора сетки уменьшена до 60 см путем
5043,Конденсатор сетки С0 берется емкостью не более
5044,при условии правильного подбора катушки сетки и обратной связи) путем изменения
5045,емкости конденсатора С0 и утечки сетки R.
5046,"не включать, оставив в цепи сетки только один конденсатор С0."
5047,этом сопротивлении при действии на сетку переменного напряжении в 1 вольт.
5048,"К, но большие вольты на сетке будут ее перегружать, и получится"
5049,мощности сигналы можно подавать на сетку этой лампы для усиления.
5050,"имеют гораздо больший диапазон вольт сетки для прямолинейного участка характеристики, чем"
5051,"тока, в зависимости от вольт сетки."
5052,"в области отрицательных вольт на сетке, чтобы сетка при всех колебаниях"
5053,"отрицательных вольт на сетке, чтобы сетка при всех колебаниях усиливаемого напряжения"
5054,анодного тока от вольт на сетке.
5055,"Весь диапазон вольт на сетке, соответствующий прямолинейному участку, составляет примерно"
5056,Смещающее напряжение на сетку при этом должно быть 15
5057,"служит колебательный контур, включенный между сеткой и катодом этой лампы, причем"
5058,Между сеткой первой лампы и ее анодной
5059,"местную станцию), затем в цепь сетки первой лампы включают первичную обмотку"
5060,"обмотки), от накала, давая на сетку лампы отрицательное напряжение около 4,5"
5061,Утечка сетки второй лампы берется от 70
5062,батареи Бс для смещения на сетки ламп для работы с анодной
5063,"Дополнительное, отрицательное напряжение на сетку подбирается на опыте (1 и"
5064,"не нужно; вывод для катодной сетки остается неприсоединенным, анодная батарея берется"
5065,"о телефоном, на катодную же сетку напряжение лучше подобрать, но можно"
5066,"горизонтальной — ламповая панелька, зажим катодной сетки, через нее также выходят и"
5067,также присоединяют вывод для катодной сетки с зажимом на цоколе лампы
5068,Зажим катодной сетки присоединяется к плюсу всей анодной
5069,можно пробовать давать на катодную сетку различное напряжение.
5070,"связи, включенная в цепь добавочной сетки."
5071,Если в цепи внутренней добавочной сетки и переменного контура включить дополнительный
5072,"детектирования имеется, как обычно, конденсатор сетки и сопротивление утечки, соединенное с"
5073,"Данные остальных деталей следующие: конденсатор сетки С — 250 см, телефонный блокировочный"
5074,"16-20 вольт, цепь добавочной сетки приключается к отводу от анодной"
5075,"внимание следует уделить цепи, добавочной сетки и сверхрегенеративного контура."
5076,параллельно проводникам: цепи первой (приемной) сетки.
5077,"катушки, включенной в цепь добавочной сетки на катушку колебательного контура."
5078,В супер-негадине добавочная сетка приключена к колебательному контуру непосредственно
5079,"в целях анода и катодной сетки первой лампы, колебания поступают на"
5080,"первой лампы, колебания поступают на сетку второй лампы."
5081,"аноду, а другим — к катодной сетке первой лампы."
5082,"известно, колебания в цепи второй сетки и цепи анода происходят с"
5083,"вторичной обмотке, следовательно и на сетке второй лампы."
5084,связь в схеме дана на сетку второй лампы.
5085,000 см конденсаторы в цепях сеток ламп усиления н. ч.
5086,емкостью 6 000 см на сетку первой усилительной лампы.
5087,трех ламп и четырех добавочных сеток и вторую на 30 вольт
5088,"связей через внутриламповую емкость анод — сетка ламп высокой частоты, а также"
5089,"лампа не имеет в цепи сетки резонансного контура, что несомненно в"
5090,"дана с 3-й лампы на сетку первой, однако в целях уменьшения"
5091,если глядеть снизу со стороны сетки.
5092,"давая некоторый положительный потенциал на сетку 2-й лампы, гасит возникающие паразитные"
5093,"схеме изображена катодная лампа, в сетку которой включен колебательный контур, состоящий"
5094,К обкладкам конденсатора колебательного контура сетки присоединены металлический стержень и кольцо.
5095,и емкостью конденсатора колебательного контура сетки.
5096,"99.500 периодов, то в цепи сетки детекторной лампы окажутся и те"
5097,все видел как бы через сетку — особенно если глядеть на небо
5098,Ловил рыбу-шемаю в шелковую сетку.
5099,Гридлик в цепи сетки берется обыкновенный — сопротивление от 2
